Name,Date_Injured,Date_Recovered,Team,Year,Injury_Category,Keep
Zak DeOssie,2019-11-30,2020-02-03,NYG,2019.0,Wrist,1.0
Scott Simonson,2019-12-28,2020-02-03,NYG,2019.0,Concussion,1.0
Marqise Lee,2019-10-29,2020-02-03,JAX,2019.0,Shoulder,1.0
Marcell Dareus,2019-10-25,2020-02-03,JAX,2019.0,Not Specified,1.0
Lerentee McCray,2019-11-18,2020-02-03,JAX,2019.0,Hamstring,1.0
KC McDermott,2019-09-01,2020-02-03,JAX,2019.0,Ankle,1.0
Josh Oliver,2019-11-18,2020-02-03,JAX,2019.0,Back,1.0
James Onwualu,2019-08-10,2020-02-03,JAX,2019.0,Knee,1.0
James OShaughnessy,2019-10-09,2020-02-03,JAX,2019.0,ACL,1.0
Ryan Connelly,2019-09-30,2020-02-03,NYG,2019.0,ACL,1.0
Jake Ryan,2019-12-10,2020-02-03,JAX,2019.0,Hamstring,1.0
Donnell Greene,2019-09-01,2020-02-03,JAX,2019.0,Not Specified,1.0
Devante Mays,2019-09-01,2020-02-03,JAX,2019.0,Ankle,1.0
DJ Alexander,2019-10-22,2020-02-03,JAX,2019.0,Foot,1.0
Brian Price Keith,2019-11-27,2020-02-03,JAX,2019.0,Quadricep/Thigh,1.0
Brandon Thomas,2019-12-10,2020-02-03,JAX,2019.0,Knee,1.0
Ben Ijalana,2019-08-31,2020-02-03,JAX,2019.0,Not Specified,1.0
Johnathan Cyprien,2019-10-08,2020-02-03,ATL,2019.0,Foot,1.0
Geoff Swaim,2019-10-22,2020-02-03,JAX,2019.0,Concussion,1.0
James Carpenter,2019-12-20,2020-02-03,ATL,2019.0,Concussion,1.0
Desmond Trufant,2019-12-10,2020-02-03,ATL,2019.0,Forearm,1.0
Ito Smith,2019-11-09,2020-02-03,ATL,2019.0,Neck,1.0
Raekwon McMillan,2019-12-17,2020-02-03,MIA,2019.0,Hamstring,1.0
Preston Williams,2019-11-05,2020-02-03,MIA,2019.0,ACL,1.0
Myles Gaskin,2019-12-24,2020-02-03,MIA,2019.0,Ankle,1.0
Mike Hull Thomas,2019-08-05,2020-02-03,MIA,2019.0,Knee,1.0
Kendrick Norton,2019-07-21,2020-02-03,MIA,2019.0,Foot,1.0
Kendarius Webster,2019-12-10,2020-02-03,MIA,2019.0,Ankle,1.0
Kalen Ballage,2019-12-03,2020-02-03,MIA,2019.0,Leg,1.0
Jonathan Ledbetter,2019-09-12,2020-02-03,MIA,2019.0,Ankle,1.0
James Crawford,2019-09-26,2020-02-03,MIA,2019.0,Knee,1.0
Jakeem Grant,2019-11-27,2020-02-03,MIA,2019.0,Ankle,1.0
Gerald Willis,2019-12-13,2020-02-03,MIA,2019.0,Hip,1.0
Gary Jennings,2019-11-20,2020-02-03,MIA,2019.0,Shoulder,1.0
Danny Isidora,2019-09-25,2020-02-03,MIA,2019.0,Foot,1.0
Cordrea Tankersley,2019-08-31,2020-02-03,MIA,2019.0,ACL,1.0
Chase Allen,2019-08-28,2020-02-03,MIA,2019.0,Not Specified,1.0
Reshad Jones,2019-11-20,2020-02-03,MIA,2019.0,Pectoral/Chest,1.0
Ricardo Louis,2019-05-16,2020-02-03,MIA,2019.0,Neck,1.0
Ryan Lewis,2019-12-10,2020-02-03,MIA,2019.0,Hamstring,1.0
Xavien Howard,2019-10-30,2020-02-03,MIA,2019.0,Knee,1.0
Michael Walker b 1996-10-29,2019-12-28,2020-02-03,JAX,2019.0,Hamstring,1.0
Calvin Ridley,2019-12-10,2020-02-03,ATL,2019.0,Not Specified,1.0
Benjamin Michael Bennett,2019-07-26,2020-02-03,ATL,2019.0,Ankle,1.0
Ronald Darby,2019-12-24,2020-02-03,PHI,2019.0,Hip,1.0
Malik Jackson Barron,2019-09-10,2020-02-03,PHI,2019.0,Foot,1.0
Kamu Grugier-Hill,2019-12-18,2020-02-03,PHI,2019.0,Not Specified,1.0
Jordan Mailata,2019-09-21,2020-02-03,PHI,2019.0,Back,1.0
JJ Wilcox,2019-07-24,2020-02-03,ATL,2019.0,ACL,1.0
Johnathan Ford,2019-11-23,2020-02-03,PHI,2019.0,Not Specified,1.0
Hassan Ridgeway,2019-10-23,2020-02-03,PHI,2019.0,Ankle,1.0
DeSean Jackson,2019-11-05,2020-02-03,PHI,2019.0,Not Specified,1.0
Darren Sproles,2019-11-15,2020-02-03,PHI,2019.0,Hip,1.0
Daeshon Hall,2019-12-31,2020-02-03,PHI,2019.0,ACL,1.0
Corey Clement,2019-10-11,2020-02-03,PHI,2019.0,Shoulder,1.0
Brandon Brooks,2020-01-01,2020-02-03,PHI,2019.0,Shoulder,1.0
Alshon Jeffery,2019-12-12,2020-02-03,PHI,2019.0,Foot,1.0
Joe Ostman,2019-08-06,2020-02-03,PHI,2019.0,ACL,1.0
Myles Jack,2019-12-05,2020-02-03,JAX,2019.0,Knee,1.0
Quincy Williams,2019-12-11,2020-02-03,JAX,2019.0,Hand,1.0
Bobby McCain,2019-11-20,2020-02-03,MIA,2019.0,Shoulder,1.0
Jordan Scarlett,2019-11-29,2020-02-03,CAR,2019.0,Knee,1.0
Greg Van Roten,2019-11-27,2020-02-03,CAR,2019.0,Foot,1.0
Greg Little,2019-12-14,2020-02-03,CAR,2019.0,Ankle,1.0
Graham Gano,2019-08-30,2020-02-03,CAR,2019.0,Knee,1.0
Garrett McGhin,2019-12-19,2020-02-03,CAR,2019.0,Ankle,1.0
Dontari Poe,2019-11-27,2020-02-03,CAR,2019.0,Quadricep/Thigh,1.0
Dillon Gordon,2019-08-10,2020-02-03,CAR,2019.0,Shoulder,1.0
Cam Newton Jerrell,2019-11-05,2020-02-03,CAR,2019.0,Foot,1.0
Brandon Greene,2019-09-23,2020-02-03,CAR,2019.0,Neck,1.0
Yosh Nijman,2019-12-21,2020-02-03,GNB,2019.0,Not Specified,1.0
Malcolm Johnson Jamaine,2019-09-01,2020-02-03,GNB,2019.0,Shoulder,1.0
Lane Taylor,2019-09-21,2020-02-03,GNB,2019.0,Bicep,1.0
Jason Spriggs,2019-08-07,2020-02-03,GNB,2019.0,Back,1.0
Greg Roberts b 1996-03-21,2019-08-31,2020-02-03,GNB,2019.0,Not Specified,1.0
Equanimeous St Brown,2019-08-31,2020-02-03,GNB,2019.0,Ankle,1.0
Kawann Short,2019-10-01,2020-02-03,CAR,2019.0,Shoulder,1.0
Kitt OBrien,2019-08-30,2020-02-03,CAR,2019.0,Not Specified,1.0
Natrell Jamerson,2019-10-22,2020-02-03,CAR,2019.0,Foot,1.0
Brandon King b 1993-06-08,2019-08-25,2020-02-03,NWE,2019.0,Quadricep/Thigh,1.0
Foster Moreau,2019-12-10,2020-02-03,RAI,2019.0,Knee,1.0
Dwayne Harris,2019-11-18,2020-02-03,RAI,2019.0,Foot,1.0
DJ Killings,2019-08-11,2020-02-03,RAI,2019.0,Pectoral/Chest,1.0
Cameron Hunt,2019-09-01,2020-02-03,RAI,2019.0,Not Specified,1.0
Arden Key,2019-11-07,2020-02-03,RAI,2019.0,Foot,1.0
Yodny Cajuste,2019-08-31,2020-02-03,NWE,2019.0,Quadricep/Thigh,1.0
Stephen Gostkowski,2019-10-02,2020-02-03,NWE,2019.0,Hip,1.0
Curtis Bolton,2019-09-01,2020-02-03,GNB,2019.0,Knee,1.0
Malik Gant,2019-08-31,2020-02-03,NWE,2019.0,Leg,1.0
James Develin,2019-09-23,2020-02-03,NWE,2019.0,Neck,1.0
Jakob Johnson,2019-10-14,2020-02-03,NWE,2019.0,Shoulder,1.0
Hjalte Froholdt,2019-08-31,2020-02-03,NWE,2019.0,Shoulder,1.0
Gunner Olszewski,2019-11-19,2020-02-03,NWE,2019.0,Hamstring,1.0
Derek Rivers,2019-08-31,2020-02-03,NWE,2019.0,Not Specified,1.0
David Andrews,2019-08-31,2020-02-03,NWE,2019.0,Rib/Lung,1.0
DAngelo Ross,2019-08-13,2020-02-03,NWE,2019.0,Not Specified,1.0
Keionta Davis,2019-08-26,2020-02-03,NWE,2019.0,Not Specified,1.0
Cole Madison,2019-11-23,2020-02-03,GNB,2019.0,ACL,1.0
TJ Hockenson,2019-12-02,2020-02-03,DET,2019.0,Ankle,1.0
Nick Bawden,2019-11-20,2020-02-03,DET,2019.0,Foot,1.0
Quincy Enunwa,2019-09-11,2020-02-03,NYJ,2019.0,Neck,1.0
Kyron Brown,2019-12-09,2020-02-03,NYJ,2019.0,Quadricep/Thigh,1.0
Joshua Bellamy,2019-11-05,2020-02-03,NYJ,2019.0,Foot,1.0
John Franklin,2019-10-04,2020-02-03,NYJ,2019.0,Not Specified,1.0
Jeff Smith Alan,2019-12-17,2020-02-03,NYJ,2019.0,Ankle,1.0
Jalin Moore,2019-05-28,2020-02-03,NYJ,2019.0,Foot,1.0
Clint Mosley Jr,2019-12-03,2020-02-03,NYJ,2019.0,Groin,1.0
Rontez Miles,2019-11-06,2020-02-03,NYJ,2019.0,Neck,1.0
Chuma Edoga,2019-12-17,2020-02-03,NYJ,2019.0,Knee,1.0
Charles Tapper,2019-05-13,2020-02-03,NYJ,2019.0,Not Specified,1.0
Brian Winters,2019-11-12,2020-02-03,NYJ,2019.0,Shoulder,1.0
Blake Cashman,2019-11-01,2020-02-03,NYJ,2019.0,Shoulder,1.0
Avery Williamson,2019-08-17,2020-02-03,NYJ,2019.0,ACL,1.0
Alex Lewis,2019-12-28,2020-02-03,NYJ,2019.0,Ankle,1.0
Albert McClellan,2019-10-30,2020-02-03,NYJ,2019.0,Concussion,1.0
Taj McGowan,2019-08-02,2020-02-03,JAX,2019.0,Knee,1.0
Chris Herndon,2019-11-12,2020-02-03,NYJ,2019.0,Rib/Lung,1.0
Najee Goode,2019-11-26,2020-02-03,JAX,2019.0,Knee,1.0
Ryan Griffin Francis,2019-12-12,2020-02-03,NYJ,2019.0,Ankle,1.0
Tom Compton,2019-12-28,2020-02-03,NYJ,2019.0,Calf,1.0
Mike Daniels,2019-12-16,2020-02-03,DET,2019.0,Arm,1.0
Matthew Stafford,2019-12-17,2020-02-03,DET,2019.0,Back,1.0
Marvin Jones Jr,2019-12-10,2020-02-03,DET,2019.0,Ankle,1.0
Marvin Hall,2019-11-27,2020-02-03,DET,2019.0,Foot,1.0
Kevin Strong,2019-11-12,2020-02-03,DET,2019.0,Rib/Lung,1.0
Kenny Wiggins,2019-12-16,2020-02-03,DET,2019.0,Bicep,1.0
Joe Dahl,2019-12-14,2020-02-03,DET,2019.0,Knee,1.0
Ryan Kalil,2019-11-16,2020-02-03,NYJ,2019.0,Knee,1.0
Jermaine Kearse,2019-08-10,2020-02-03,DET,2019.0,Leg,1.0
Jarrad Davis,2019-12-14,2020-02-03,DET,2019.0,Knee,1.0
Jahlani Tavai,2019-12-23,2020-02-03,DET,2019.0,Shoulder,1.0
Darius Kilgo,2019-08-10,2020-02-03,DET,2019.0,Leg,1.0
DaShawn Hand,2019-12-12,2020-02-03,DET,2019.0,Ankle,1.0
Trumaine Johnson Monte,2019-11-05,2020-02-03,NYJ,2019.0,Ankle,1.0
Trevor Siemian,2019-09-18,2020-02-03,NYJ,2019.0,Ankle,1.0
Trenton Cannon,2019-11-01,2020-02-03,NYJ,2019.0,Foot,1.0
Jeff Driskel,2019-11-30,2020-02-03,DET,2019.0,Hamstring,1.0
Noah Brown,2019-08-31,2020-02-03,DAL,2019.0,Knee,1.0
Tyrone Crawford,2019-10-15,2020-02-03,DAL,2019.0,Hip,1.0
Derek Wolfe,2019-12-03,2020-02-03,DEN,2019.0,Not Specified,1.0
DeVante Bausby,2019-10-08,2020-02-03,DEN,2019.0,Neck,1.0
Cyrus Jones,2019-11-26,2020-02-03,DEN,2019.0,Foot,1.0
Corey Nelson,2019-11-01,2020-02-03,DEN,2019.0,Bicep,1.0
Bryce Callahan,2019-11-15,2020-02-03,DEN,2019.0,Foot,1.0
Bradley Chubb,2019-10-01,2020-02-03,DEN,2019.0,ACL,1.0
Billy Winn,2019-08-03,2020-02-03,DEN,2019.0,Tricep,1.0
Austin Fort,2019-08-10,2020-02-03,DEN,2019.0,ACL,1.0
Andy Janovich,2019-11-19,2020-02-03,DEN,2019.0,Not Specified,1.0
Adam Gotsis,2019-12-24,2020-02-03,DEN,2019.0,Knee,1.0
Vosean Joseph,2019-08-31,2020-02-03,BUF,2019.0,Shoulder,1.0
Mike Love b 1994-01-22,2019-08-28,2020-02-03,BUF,2019.0,Pectoral/Chest,1.0
Maurice Alexander,2019-11-05,2020-02-03,BUF,2019.0,Calf,1.0
LaAdrian Waddle,2019-08-06,2020-02-03,BUF,2019.0,Quadricep/Thigh,1.0
Jason Croom,2019-09-01,2020-02-03,BUF,2019.0,Hamstring,1.0
Horace Richardson,2019-08-21,2020-02-03,DEN,2019.0,Back,1.0
Jake Butt,2019-09-02,2020-02-03,DEN,2019.0,Knee,1.0
Joe Flacco,2019-11-01,2020-02-03,DEN,2019.0,Neck,1.0
Juwann Winfree,2019-12-14,2020-02-03,DEN,2019.0,Hamstring,1.0
Jordan Whitehead,2019-12-18,2020-02-03,TAM,2019.0,Hamstring,1.0
Jack Cichy,2019-10-30,2020-02-03,TAM,2019.0,Not Specified,1.0
DCota Dixon,2019-08-08,2020-02-03,TAM,2019.0,Not Specified,1.0
Bryant Mitchell,2019-08-11,2020-02-03,TAM,2019.0,Achilles,1.0
Blaine Gabbert,2019-09-24,2020-02-03,TAM,2019.0,Shoulder,1.0
Antony Auclair,2019-11-05,2020-02-03,TAM,2019.0,Toe,1.0
Willie Harvey,2019-10-04,2020-02-03,CLE,2019.0,Shoulder,1.0
Harrison Phillips,2019-09-24,2020-02-03,BUF,2019.0,ACL,1.0
Robert Jackson Jr,2019-12-07,2020-02-03,CLE,2019.0,Ankle,1.0
Drew Stanton,2019-09-16,2020-02-03,CLE,2019.0,Knee,1.0
Dontrell Hilliard,2019-12-24,2020-02-03,CLE,2019.0,Knee,1.0
Daniel Ekuale,2019-11-01,2020-02-03,CLE,2019.0,Calf,1.0
DJ Montgomery,2019-08-21,2020-02-03,CLE,2019.0,Hamstring,1.0
Christian Kirksey,2019-09-21,2020-02-03,CLE,2019.0,Pectoral/Chest,1.0
Theo Riddick,2019-09-02,2020-02-03,DEN,2019.0,Shoulder,1.0
Nico Falah,2019-05-14,2020-02-03,DEN,2019.0,Achilles,1.0
Morgan Burnett,2019-11-19,2020-02-03,CLE,2019.0,Achilles,1.0
Justin Evans b 1995-08-26,2019-09-09,2020-02-03,TAM,2019.0,Achilles,1.0
William Jackson III,2019-12-27,2020-02-03,CIN,2019.0,Shoulder,1.0
Rodney Anderson,2019-08-31,2020-02-03,CIN,2019.0,ACL,1.0
Trent Taylor,2019-09-20,2020-02-03,SFO,2019.0,Foot,1.0
Tim Harris Jr,2019-08-26,2020-02-03,SFO,2019.0,Groin,1.0
Shon Coleman,2019-08-12,2020-02-03,SFO,2019.0,Fibula,1.0
Shawn Poindexter,2019-08-22,2020-02-03,SFO,2019.0,ACL,1.0
Ronald Blair,2019-11-13,2020-02-03,SFO,2019.0,ACL,1.0
Marquise Goodwin,2019-12-10,2020-02-03,SFO,2019.0,Foot,1.0
Kentavius Street,2020-01-10,2020-02-03,SFO,2019.0,Knee,1.0
Jullian Taylor,2019-12-27,2020-02-03,SFO,2019.0,ACL,1.0
Jerick McKinnon,2019-08-31,2020-02-03,SFO,2019.0,Knee,1.0
Jason Verrett,2019-10-03,2020-02-03,SFO,2019.0,Knee,1.0
Jalen Hurd,2019-10-03,2020-02-03,SFO,2019.0,Back,1.0
Garrett Celek,2019-12-12,2020-02-03,SFO,2019.0,Back,1.0
Damontre Moore,2019-11-27,2020-02-03,SFO,2019.0,Forearm,1.0
DJ Jones Oliver,2019-12-14,2020-02-03,SFO,2019.0,Ankle,1.0
Andrew Lauderdale,2019-09-01,2020-02-03,SFO,2019.0,Not Specified,1.0
Weston Richburg,2019-12-11,2020-02-03,SFO,2019.0,Patellar Tendon,1.0
Adam Shaheen,2019-11-30,2020-02-03,CHI,2019.0,Foot,1.0
Ben Braunecker,2019-12-14,2020-02-03,CHI,2019.0,Concussion,1.0
Danny Trevathan,2019-12-18,2020-02-03,CHI,2019.0,Not Specified,1.0
Renell Wren,2019-12-14,2020-02-03,CIN,2019.0,Hip,1.0
OShea Dugas,2019-09-02,2020-02-03,CIN,2019.0,Knee,1.0
Niles Scott,2019-08-08,2020-02-03,CIN,2019.0,Foot,1.0
Kerry Wynn,2019-10-14,2020-02-03,CIN,2019.0,Concussion,1.0
Drew Sample,2019-12-07,2020-02-03,CIN,2019.0,Ankle,1.0
Dre Kirkpatrick,2019-11-15,2020-02-03,CIN,2019.0,Knee,1.0
Brandon Wilson,2019-12-06,2020-02-03,CIN,2019.0,Hand,1.0
Ryan Glasgow,2019-10-30,2020-02-03,CIN,2019.0,Knee,1.0
Auden Tate,2019-12-10,2020-02-03,CIN,2019.0,Knee,1.0
AJ Green Jeremiah,2019-12-23,2020-02-03,CIN,2019.0,Ankle,1.0
Trey Burton,2019-11-16,2020-02-03,CHI,2019.0,Calf,1.0
TJ Clemmings,2019-08-28,2020-02-03,CHI,2019.0,Quadricep/Thigh,1.0
Sherrick McManis,2019-11-30,2020-02-03,CHI,2019.0,Groin,1.0
Roquan Smith,2019-12-09,2020-02-03,CHI,2019.0,Pectoral/Chest,1.0
Kyle Long,2019-10-14,2020-02-03,CHI,2019.0,Hip,1.0
Josh Simmons,2019-08-04,2020-02-03,CHI,2019.0,Not Specified,1.0
Alex Redmond,2019-11-29,2020-02-03,CIN,2019.0,Not Specified,1.0
Kendell Beckwith,2019-05-10,2020-02-03,TAM,2019.0,Foot,1.0
Michael Liedtke,2019-08-07,2020-02-03,TAM,2019.0,Shoulder,1.0
Mike Evans Lynn,2019-12-18,2020-02-03,TAM,2019.0,Hamstring,1.0
Iseoluwapo Jegede,2019-06-10,2020-02-03,CLT,2019.0,Not Specified,1.0
Isaiah Johnson Nathan,2019-09-01,2020-02-03,CLT,2019.0,Not Specified,1.0
Eric Ebron,2019-11-25,2020-02-03,CLT,2019.0,Ankle,1.0
Devin Funchess,2019-09-09,2020-02-03,CLT,2019.0,Not Specified,1.0
Daurice Fountain,2019-08-19,2020-02-03,CLT,2019.0,Ankle,1.0
Chester Rogers,2019-12-03,2020-02-03,CLT,2019.0,Knee,1.0
Billy Brown,2019-08-04,2020-02-03,CLT,2019.0,Not Specified,1.0
Adam Vinatieri,2019-12-09,2020-02-03,CLT,2019.0,Knee,1.0
Tim Ward,2019-05-06,2020-02-03,KAN,2019.0,Foot,1.0
Spencer Ware,2019-12-25,2020-02-03,KAN,2019.0,Shoulder,1.0
Martinas Rankin,2019-11-11,2020-02-03,KAN,2019.0,Knee,1.0
Marcus Kemp,2019-08-20,2020-02-03,KAN,2019.0,ACL,1.0
Keith Reaser,2019-08-08,2020-02-03,KAN,2019.0,Achilles,1.0
Juan Thornhill,2020-01-07,2020-02-03,KAN,2019.0,ACL,1.0
John Lovett b 1996-04-25,2019-08-27,2020-02-03,KAN,2019.0,Shoulder,1.0
Javon Patterson,2019-06-04,2020-02-03,CLT,2019.0,ACL,1.0
Kai Nacua,2019-09-01,2020-02-03,CLT,2019.0,Not Specified,1.0
Kemoko Turay,2019-10-14,2020-02-03,CLT,2019.0,Ankle,1.0
Parris Campbell,2019-12-09,2020-02-03,CLT,2019.0,Foot,1.0
Luke Gifford,2019-12-17,2020-02-03,DAL,2019.0,Arm,1.0
Leighton Vander Esch,2019-12-24,2020-02-03,DAL,2019.0,Neck,1.0
Lance Lenoir,2019-08-09,2020-02-03,DAL,2019.0,Knee,1.0
Kavon Frazier,2019-10-02,2020-02-03,DAL,2019.0,Pectoral/Chest,1.0
JonVea Johnson,2019-08-31,2020-02-03,DAL,2019.0,Shoulder,1.0
Jalen Jelks,2019-08-31,2020-02-03,DAL,2019.0,Not Specified,1.0
Daniel Ross,2019-08-31,2020-02-03,DAL,2019.0,Shoulder,1.0
Greg Senat,2019-11-02,2020-02-03,KAN,2019.0,Not Specified,1.0
Connor Williams,2019-12-02,2020-02-03,DAL,2019.0,ACL,1.0
Cody Wichmann,2019-08-31,2020-02-03,DAL,2019.0,Calf,1.0
Chris Westry,2019-08-31,2020-02-03,DAL,2019.0,Ankle,1.0
Cedrick Wilson Jr,2019-12-10,2020-02-03,DAL,2019.0,Knee,1.0
Anthony Brown Shaquille,2019-11-20,2020-02-03,DAL,2019.0,Tricep,1.0
Adam Redmond,2019-11-16,2020-02-03,DAL,2019.0,Back,1.0
Steve Ishmael,2019-08-07,2020-02-03,CLT,2019.0,Knee,1.0
Rolan Milligan,2019-12-18,2020-02-03,CLT,2019.0,Foot,1.0
Connor McGovern b 1997-11-03,2019-09-02,2020-02-03,DAL,2019.0,Pectoral/Chest,1.0
Felton Davis,2019-09-01,2020-02-03,KAN,2019.0,Shoulder,1.0
Emmanuel Ogbah,2019-11-18,2020-02-03,KAN,2019.0,Pectoral/Chest,1.0
David Wells,2019-08-10,2020-02-03,KAN,2019.0,Not Specified,1.0
Marcus Gilbert Christopher,2019-09-10,2020-02-03,CRD,2019.0,Knee,1.0
Kevin Peterson Lamont,2019-12-18,2020-02-03,CRD,2019.0,Shoulder,1.0
Jordan Mills,2019-10-05,2020-02-03,CRD,2019.0,Knee,1.0
Jonathan Bullard,2019-12-05,2020-02-03,CRD,2019.0,Hamstring,1.0
Johnnie Dixon,2019-09-30,2020-02-03,CRD,2019.0,Quadricep/Thigh,1.0
Hakeem Butler,2019-08-25,2020-02-03,CRD,2019.0,Hand,1.0
Darrell Daniels,2019-12-28,2020-02-03,CRD,2019.0,Bicep,1.0
Robert Alford,2019-09-01,2020-02-03,CRD,2019.0,Leg,1.0
DJ Foster,2019-10-28,2020-02-03,CRD,2019.0,Hamstring,1.0
Brooks Reed,2019-11-08,2020-02-03,CRD,2019.0,Hamstring,1.0
Brett Toth,2019-10-19,2020-02-03,CRD,2019.0,Foot,1.0
Brandon Williams b 1992-09-09,2019-09-01,2020-02-03,CRD,2019.0,Shoulder,1.0
Zack Bailey,2019-10-11,2020-02-03,TAM,2019.0,Foot,1.0
TJ Logan,2019-12-10,2020-02-03,TAM,2019.0,Thumb,1.0
Scotty Miller,2019-12-17,2020-02-03,TAM,2019.0,Hamstring,1.0
Orion Stewart,2019-08-01,2020-02-03,TAM,2019.0,ACL,1.0
Clinton McDonald,2019-11-06,2020-02-03,CRD,2019.0,Neck,1.0
Xavier Sua-Filo,2019-12-24,2020-02-03,DAL,2019.0,Leg,1.0
Rodney Gunter,2019-12-10,2020-02-03,CRD,2019.0,Toe,1.0
William Sweet,2019-09-01,2020-02-03,CRD,2019.0,Foot,1.0
Darrel Williams,2019-12-05,2020-02-03,KAN,2019.0,Hamstring,1.0
Darius Harris,2019-08-31,2020-02-03,KAN,2019.0,Foot,1.0
Breeland Speaks,2019-08-31,2020-02-03,KAN,2019.0,Knee,1.0
Alex Okafor,2019-12-16,2020-02-03,KAN,2019.0,Pectoral/Chest,1.0
Travis Benjamin,2019-10-17,2020-02-03,SDG,2019.0,Quadricep/Thigh,1.0
Sean Culkin,2019-10-01,2020-02-03,SDG,2019.0,Achilles,1.0
Tanner Vallejo,2019-12-18,2020-02-03,CRD,2019.0,Rib/Lung,1.0
Nasir Adderley,2019-10-26,2020-02-03,SDG,2019.0,Hamstring,1.0
Koda Martin,2019-07-01,2020-02-03,SDG,2019.0,Not Specified,1.0
Geremy Davis,2019-11-30,2020-02-03,SDG,2019.0,Hamstring,1.0
Forrest Lamp,2019-10-23,2020-02-03,SDG,2019.0,Fibula,1.0
Dylan Cantrell,2019-07-29,2020-02-03,SDG,2019.0,Shoulder,1.0
Cortez Broughton,2019-11-15,2020-02-03,SDG,2019.0,Foot,1.0
Andrew Vollert,2019-08-14,2020-02-03,SDG,2019.0,ACL,1.0
Zach Allen,2019-11-13,2020-02-03,CRD,2019.0,Neck,1.0
Mike Pouncey,2019-10-09,2020-02-03,SDG,2019.0,Neck,1.0
Johnathan Abram,2019-09-11,2020-02-03,RAI,2019.0,Shoulder,1.0
Jordan Devey,2019-10-05,2020-02-03,RAI,2019.0,Pectoral/Chest,1.0
Karl Joseph,2019-11-09,2020-02-03,RAI,2019.0,Foot,1.0
Ulysees Gilbert III,2019-11-05,2020-02-03,PIT,2019.0,Back,1.0
Stephon Tuitt,2019-10-15,2020-02-03,PIT,2019.0,Pectoral/Chest,1.0
Sean Davis,2019-09-17,2020-02-03,PIT,2019.0,Shoulder,1.0
Ryan Switzer,2019-11-14,2020-02-03,PIT,2019.0,Back,1.0
Roosevelt Nix Delbert,2019-11-14,2020-02-03,PIT,2019.0,Knee,1.0
Mason Rudolph,2019-12-24,2020-02-03,PIT,2019.0,Shoulder,1.0
Leterrius Walton,2019-11-19,2020-02-03,PIT,2019.0,Knee,1.0
Lavon Hooks,2019-08-23,2020-02-03,PIT,2019.0,Achilles,1.0
Ben Roethlisberger,2019-09-16,2020-02-03,PIT,2019.0,Not Specified,1.0
Will Dissly,2019-10-19,2020-02-03,SEA,2019.0,Achilles,1.0
Tedric Thompson,2019-10-30,2020-02-03,SEA,2019.0,Shoulder,1.0
Rashaad Penny,2019-12-14,2020-02-03,SEA,2019.0,ACL,1.0
Neiko Thorpe,2019-12-11,2020-02-03,SEA,2019.0,Groin,1.0
Nazair Jones,2019-08-27,2020-02-03,SEA,2019.0,Knee,1.0
Mychal Kendricks,2020-01-08,2020-02-03,SEA,2019.0,ACL,1.0
Kalan Reed,2019-08-27,2020-02-03,SEA,2019.0,Neck,1.0
Justin Johnson,2019-08-04,2020-02-03,SEA,2019.0,Achilles,1.0
Justin Britt b 1991-05-29,2019-10-29,2020-02-03,SEA,2019.0,ACL,1.0
Jordan Simmons,2019-08-31,2020-02-03,SEA,2019.0,Knee,1.0
Jeremy Boykins,2019-09-01,2020-02-03,SEA,2019.0,Not Specified,1.0
Ethan Pocic,2019-12-31,2020-02-03,SEA,2019.0,Not Specified,1.0
Emmanuel Ellerbee,2019-07-26,2020-02-03,SEA,2019.0,Not Specified,1.0
Ed Dickson,2019-11-22,2020-02-03,SEA,2019.0,Knee,1.0
Demetrius Knox,2019-08-20,2020-02-03,SEA,2019.0,Quadricep/Thigh,1.0
Demarcus Christmas,2019-08-31,2020-02-03,SEA,2019.0,Not Specified,1.0
Chris Carson,2019-12-24,2020-02-03,SEA,2019.0,Hip,1.0
CJ Prosise,2019-12-24,2020-02-03,SEA,2019.0,Arm,1.0
Chris Landrum,2019-08-11,2020-02-03,HTX,2019.0,Not Specified,1.0
David Steinmetz,2019-08-26,2020-02-03,HTX,2019.0,Ankle,1.0
Duke Ejiofor,2019-05-10,2020-02-03,HTX,2019.0,Achilles,1.0
Dylan Cole,2019-11-23,2020-02-03,HTX,2019.0,ACL,1.0
Lo Falemaka,2019-07-29,2020-02-03,CLE,2019.0,Shoulder,1.0
Mike Hughes b 1997-02-11,2020-01-03,2020-02-03,MIN,2019.0,Neck,1.0
Mackensie Alexander,2020-01-10,2020-02-03,MIN,2019.0,Knee,1.0
David Morgan II,2019-08-31,2020-02-03,MIN,2019.0,Knee,1.0
Christian Jones a,2019-12-21,2020-02-03,MIN,2019.0,Shoulder,1.0
Chad Beebe,2019-09-24,2020-02-03,MIN,2019.0,Ankle,1.0
Brett Jones,2019-11-14,2020-02-03,MIN,2019.0,MCL,1.0
Ben Gedeon,2019-12-02,2020-02-03,MIN,2019.0,Concussion,1.0
Armon Watts,2019-12-31,2020-02-03,MIN,2019.0,Leg,1.0
Ryan Succop,2019-12-18,2020-02-03,OTI,2019.0,Knee,1.0
Malcolm Butler,2019-11-05,2020-02-03,OTI,2019.0,Wrist,1.0
Logan Woodside,2019-09-12,2020-02-03,OTI,2019.0,Quadricep/Thigh,1.0
Jordan Williams Cornell,2019-08-13,2020-02-03,OTI,2019.0,Not Specified,1.0
