Name,Date_Injured,Date_Recovered,Team,Year,Injury_Category,Keep
Walt Harris Lee,2009-07-29,2010-02-10,SFO,2009.0,ACL,1.0
Tony Pashos,2009-10-27,2010-02-10,SFO,2009.0,Not Specified,1.0
Thomas Clayton,2009-08-18,2010-02-10,SFO,2009.0,Knee,1.0
Ricky Schmitt,2010-01-02,2010-02-10,SFO,2009.0,Groin,1.0
Matt Sherry,2009-08-31,2010-02-10,CIN,2009.0,Not Specified,1.0
Sammie Stroughter,2009-12-21,2010-02-10,TAM,2009.0,Foot,1.0
Pat Sims,2010-01-04,2010-02-10,CIN,2009.0,Forearm,1.0
Rey Maualuga,2009-12-30,2010-02-10,CIN,2009.0,Ankle,1.0
Marcus Buggs,2009-10-13,2010-02-10,BUF,2009.0,Knee,1.0
Lydell Sargeant,2009-09-04,2010-02-10,BUF,2009.0,Knee,1.0
Leodis McKelvin,2009-10-01,2010-02-10,BUF,2009.0,Fibula,1.0
Kendall Simmons,2009-12-18,2010-02-10,BUF,2009.0,Shoulder,1.0
Keith Ellison,2009-11-20,2010-02-10,BUF,2009.0,Quadricep/Thigh,1.0
Kawika Mitchell,2009-10-13,2010-02-10,BUF,2009.0,Knee,1.0
Jairus Byrd,2009-12-23,2010-02-10,BUF,2009.0,Groin,1.0
Eric Wood,2009-11-24,2010-02-10,BUF,2009.0,Leg,1.0
Derek Schouman,2009-09-22,2010-02-10,BUF,2009.0,Knee,1.0
Derek Fine,2009-11-18,2010-02-10,BUF,2009.0,Knee,1.0
Demetress Bell,2009-12-11,2010-02-10,BUF,2009.0,Knee,1.0
Brad Butler,2009-09-22,2010-02-10,BUF,2009.0,Knee,1.0
Roy Williams L,2009-11-13,2010-02-10,CIN,2009.0,Forearm,1.0
Reggie Kelly,2009-08-05,2010-02-10,CIN,2009.0,Achilles,1.0
Atiyyah Ellison,2010-01-02,2010-02-10,JAX,2009.0,Knee,1.0
Torrie Cox,2009-11-30,2010-02-10,TAM,2009.0,Hip,1.0
Xavier Fulton,2009-09-05,2010-02-10,TAM,2009.0,Knee,1.0
Shawn Andrews,2009-09-14,2010-02-10,PHI,2009.0,Back,1.0
Omar Gaither,2009-10-27,2010-02-10,PHI,2009.0,Foot,1.0
Jamaal Jackson,2009-12-29,2010-02-10,PHI,2009.0,ACL,1.0
Fenuki Tupou,2009-09-05,2010-02-10,PHI,2009.0,Pectoral/Chest,1.0
Ellis Hobbs,2009-11-11,2010-02-10,PHI,2009.0,Neck,1.0
Cornelius Ingram,2009-09-01,2010-02-10,PHI,2009.0,Knee,1.0
Stewart Bradley,2009-09-01,2010-02-10,PHI,2009.0,Knee,1.0
Will Allen D,2009-10-26,2010-02-10,MIA,2009.0,Knee,1.0
Patrick Cobbs,2009-10-14,2010-02-10,MIA,2009.0,Knee,1.0
Lydon Murtha,2009-12-10,2010-02-10,MIA,2009.0,Ankle,1.0
Jason Ferguson,2009-11-23,2010-02-10,MIA,2009.0,Quadricep/Thigh,1.0
Channing Crowder,2009-12-30,2010-02-10,MIA,2009.0,Foot,1.0
Chad Pennington,2009-09-29,2010-02-10,MIA,2009.0,Shoulder,1.0
Brennan Marion,2009-08-04,2010-02-10,MIA,2009.0,Knee,1.0
Ronnie Brown,2009-11-18,2010-02-10,MIA,2009.0,Foot,1.0
Antoine Harris,2009-12-21,2010-02-10,ATL,2009.0,Knee,1.0
Brian Finneran,2009-12-14,2010-02-10,ATL,2009.0,PCL,1.0
Brian Williams b 1979-07-02,2009-10-20,2010-02-10,ATL,2009.0,Knee,1.0
Jay Alford,2009-09-05,2010-02-10,NYG,2009.0,ACL,1.0
Gerris Wilkinson,2009-11-11,2010-02-10,NYG,2009.0,Wrist,1.0
Darcy Johnson,2009-12-23,2010-02-10,NYG,2009.0,Shoulder,1.0
Brandon Jacobs,2009-12-31,2010-02-10,NYG,2009.0,Knee,1.0
Antonio Pierce,2009-11-30,2010-02-10,NYG,2009.0,Neck,1.0
Andre Brown b,2009-09-01,2010-02-10,NYG,2009.0,Achilles,1.0
Aaron Ross,2009-12-31,2010-02-10,NYG,2009.0,Hamstring,1.0
William Moore,2009-10-27,2010-02-10,ATL,2009.0,Hamstring,1.0
Tony Gilbert,2009-12-08,2010-02-10,ATL,2009.0,Hamstring,1.0
Peria Jerry,2009-09-21,2010-02-10,ATL,2009.0,Knee,1.0
Mike Schneck,2009-11-05,2010-02-10,ATL,2009.0,Rib/Lung,1.0
Jamaal Fudge,2009-11-04,2010-02-10,ATL,2009.0,Knee,1.0
Harvey Dahl,2009-12-29,2010-02-10,ATL,2009.0,Ankle,1.0
Harry Douglas,2009-08-06,2010-02-10,ATL,2009.0,ACL,1.0
Chris Houston,2009-12-29,2010-02-10,ATL,2009.0,Hamstring,1.0
Stephen Hodge,2009-09-05,2010-02-10,DAL,2009.0,Knee,1.0
Robert Brewster,2009-09-01,2010-02-10,DAL,2009.0,Shoulder,1.0
Brandon Williams b 1988-06-21,2009-09-01,2010-02-10,DAL,2009.0,ACL,1.0
Tyjuan Hagler,2009-11-04,2010-02-10,CLT,2009.0,Bicep,1.0
Scott Mruczkowski,2009-12-22,2010-02-10,SDG,2009.0,Ankle,1.0
Ryon Bingham,2009-09-05,2010-02-10,SDG,2009.0,Arm,1.0
Jyles Tucker,2009-11-18,2010-02-10,SDG,2009.0,Ankle,1.0
Jeromey Clary,2009-11-24,2010-02-10,SDG,2009.0,Ankle,1.0
James Holt,2010-01-04,2010-02-10,SDG,2009.0,Shoulder,1.0
Jamal Williams,2009-09-19,2010-02-10,SDG,2009.0,Tricep,1.0
Demetrius Byrd,2009-09-05,2010-02-10,SDG,2009.0,Shoulder,1.0
Brandon Hughes b,2009-09-01,2010-02-10,SDG,2009.0,Knee,1.0
Antwan Applewhite,2009-10-20,2010-02-10,SDG,2009.0,Hamstring,1.0
Mike Gandy,2009-12-23,2010-02-10,CRD,2009.0,Groin,1.0
Matt Ware,2009-12-16,2010-02-10,CRD,2009.0,Knee,1.0
Justin Green,2009-08-04,2010-02-10,CRD,2009.0,Knee,1.0
Cody Brown,2009-08-31,2010-02-10,CRD,2009.0,Wrist,1.0
Brad Cottam,2009-12-22,2010-02-10,KAN,2009.0,Knee,1.0
Will Allen a,2009-11-11,2010-02-10,TAM,2009.0,Thumb,1.0
Colin Brown,2009-09-05,2010-02-10,KAN,2009.0,Not Specified,1.0
Dantrell Savage,2009-12-19,2010-02-10,KAN,2009.0,Ankle,1.0
Tom Santi,2010-01-02,2010-02-10,CLT,2009.0,Back,1.0
Roy Hall b,2009-08-18,2010-02-10,CLT,2009.0,Not Specified,1.0
Marlin Jackson,2009-11-06,2010-02-10,CLT,2009.0,Knee,1.0
Jim Sorgi,2009-12-09,2010-02-10,CLT,2009.0,Shoulder,1.0
Daniel Federkeil,2009-11-22,2010-02-10,CLT,2009.0,Concussion,1.0
Anthony Gonzalez,2009-12-24,2010-02-10,CLT,2009.0,Knee,1.0
Demond Bob Sanders,2009-11-06,2010-02-10,CLT,2009.0,Bicep,1.0
Mike Goff,2009-11-11,2010-02-10,KAN,2009.0,Shoulder,1.0
Maurice Leggett,2009-11-25,2010-02-10,KAN,2009.0,Shoulder,1.0
Kolby Smith,2009-12-05,2010-02-10,KAN,2009.0,Ankle,1.0
Jarrad Page,2009-11-04,2010-02-10,KAN,2009.0,Calf,1.0
Jackie Battle,2009-10-14,2010-02-10,KAN,2009.0,Shoulder,1.0
Devard Darling,2009-09-01,2010-02-10,KAN,2009.0,Knee,1.0
DaJuan Morgan,2009-12-26,2010-02-10,KAN,2009.0,Pectoral/Chest,1.0
Nick Harper,2009-12-30,2010-02-10,OTI,2009.0,Forearm,1.0
Wes Welker,2010-07-27,2010-08-01,NWE,2010.0,Knee,1.0
Todd Heap,2010-07-29,2010-08-01,RAV,2010.0,Foot,1.0
Jamal Williams,2010-07-28,2010-08-05,DEN,2010.0,Not Specified,1.0
Steve Smith Latrall,2010-07-28,2010-08-16,CAR,2010.0,Arm,1.0
Robert Meachem,2010-07-29,2010-08-16,NOR,2010.0,Not Specified,1.0
Robert Tony Brown,2010-07-31,2010-08-31,OTI,2010.0,Not Specified,1.0
Andre Frazier,2010-08-12,2010-08-31,PIT,2010.0,Knee,1.0
Cordera Eason,2010-08-11,2010-09-04,CIN,2010.0,Foot,1.0
Shaun Rogers,2010-07-27,2010-09-04,CLE,2010.0,Leg,1.0
Quinn Porter,2010-08-31,2010-09-06,GNB,2010.0,MCL,1.0
Derek Schouman,2010-09-05,2010-09-08,BUF,2010.0,Knee,1.0
CJ Davis,2010-09-04,2010-09-08,CAR,2010.0,Concussion,1.0
Kris Brown,2010-09-04,2010-09-08,HTX,2010.0,Foot,1.0
Mike McLaughlin b,2010-09-01,2010-09-09,RAV,2010.0,Groin,1.0
Alex Daniels,2010-09-05,2010-09-13,RAI,2010.0,Not Specified,1.0
Eric Young,2010-09-04,2010-09-13,RAM,2010.0,Knee,1.0
David Hale,2010-09-04,2010-09-14,RAV,2010.0,Back,1.0
Stefan Rodgers,2010-09-04,2010-09-14,RAV,2010.0,Ankle,1.0
Marcus McCauley,2010-08-28,2010-09-15,CLT,2010.0,Not Specified,1.0
Brandon Stokley,2010-09-04,2010-09-15,DEN,2010.0,Not Specified,1.0
Jonathan Holland,2010-08-10,2010-09-21,RAI,2010.0,Ankle,1.0
Tony Ugoh,2010-09-11,2010-09-21,CLT,2010.0,Toe,1.0
Jonathan Compas,2010-09-05,2010-09-24,TAM,2010.0,Not Specified,1.0
Kawika Mitchell,2010-09-10,2010-10-01,BUF,2010.0,Foot,1.0
Joey Thomas,2010-09-05,2010-10-05,RAI,2010.0,Concussion,1.0
Joe Klopfenstein,2010-07-22,2010-10-06,BUF,2010.0,Not Specified,1.0
Justin Griffith,2010-08-04,2010-10-08,HTX,2010.0,Concussion,1.0
Jeremy Leman,2010-08-31,2010-10-19,MIN,2010.0,Toe,1.0
Jack Williams b,2010-08-31,2010-10-19,DET,2010.0,Knee,1.0
Tom Nelson,2010-08-30,2010-10-20,CIN,2010.0,Knee,1.0
Jon Corto,2010-09-04,2010-10-22,BUF,2010.0,Wrist,1.0
Brendon Ayanbadejo,2010-08-31,2010-10-23,RAV,2010.0,Quadricep/Thigh,1.0
Ed Reed,2010-09-04,2010-10-23,RAV,2010.0,Hip,1.0
Darren Sharper,2010-09-04,2010-10-23,NOR,2010.0,Not Specified,1.0
Gerald Hayes,2010-09-03,2010-10-30,CRD,2010.0,Back,1.0
OBrien Schofield,2010-08-31,2010-10-30,CRD,2010.0,Foot,1.0
Shawne Merriman,2010-10-13,2010-11-02,SDG,2010.0,Calf,1.0
Sidney Rice,2010-08-31,2010-11-03,MIN,2010.0,Hip,1.0
Atari Bigby,2010-08-31,2010-11-06,GNB,2010.0,Ankle,1.0
Kevin Boothe,2010-08-31,2010-11-09,NYG,2010.0,Pectoral/Chest,1.0
James Starks,2010-08-31,2010-11-09,GNB,2010.0,Hamstring,1.0
Josh Pinkard,2010-09-01,2010-11-09,SEA,2010.0,Foot,1.0
Ramon Humber,2010-09-27,2010-11-09,CLT,2010.0,Hand,1.0
Sinorice Moss,2010-08-31,2010-11-09,NYG,2010.0,Groin,1.0
Chris Scott b,2010-08-31,2010-11-10,PIT,2010.0,Foot,1.0
Dave Zastudil,2010-08-17,2010-11-11,CLE,2010.0,Knee,1.0
Mark Simoneau,2010-11-17,2010-11-18,KAN,2010.0,Not Specified,1.0
Sidney Rice,2010-08-31,2010-11-20,MIN,2010.0,Hip,1.0
Cornell Green Duane,2010-11-03,2010-11-23,BUF,2010.0,Knee,1.0
David Thornton,2010-09-04,2010-11-23,OTI,2010.0,Hip,1.0
Anthony Hill,2010-09-05,2010-11-30,HTX,2010.0,Knee,1.0
Phillip Merling,2010-08-31,2010-11-30,MIA,2010.0,Achilles,1.0
Ben Hamilton,2010-11-02,2010-12-22,SEA,2010.0,Concussion,1.0
Al Harris b 1974-12-07,2010-12-07,2010-12-30,MIA,2010.0,Hamstring,1.0
Will Blackmon,2010-12-30,2011-01-01,NYG,2010.0,Knee,1.0
Shawne Merriman,2010-11-27,2011-01-03,BUF,2010.0,Achilles,1.0
Marquis Johnson,2010-10-06,2011-01-04,RAM,2010.0,Knee,1.0
Ron Brace,2011-01-03,2011-02-07,NWE,2010.0,Not Specified,1.0
Terrence Wheatley,2010-12-17,2011-02-07,JAX,2010.0,Hamstring,1.0
Damien Woody,2011-01-12,2011-02-07,NYJ,2010.0,Achilles,1.0
Jim Leonhard b,2010-12-04,2011-02-07,NYJ,2010.0,Leg,1.0
Kris Jenkins,2010-09-15,2011-02-07,NYJ,2010.0,ACL,1.0
Ropati Pitoitua,2010-08-23,2011-02-07,NYJ,2010.0,Achilles,1.0
Brandon McGowan,2010-09-04,2011-02-07,NWE,2010.0,Pectoral/Chest,1.0
Bret Lockett,2010-08-31,2011-02-07,NWE,2010.0,Pectoral/Chest,1.0
Stephen Gostkowski,2010-11-10,2011-02-07,NWE,2010.0,Quadricep/Thigh,1.0
Darryl Richard,2010-08-31,2011-02-07,NWE,2010.0,Foot,1.0
Jonathan Wilhite,2010-12-15,2011-02-07,NWE,2010.0,Hip,1.0
Josh Barrett,2010-08-31,2011-02-07,NWE,2010.0,Shoulder,1.0
Kade Weston,2010-08-24,2011-02-07,NWE,2010.0,Not Specified,1.0
Kevin Faulk,2010-09-22,2011-02-07,NWE,2010.0,ACL,1.0
Leigh Bodden,2010-08-31,2011-02-07,NWE,2010.0,Shoulder,1.0
Mike Wright c,2011-01-07,2011-02-07,NWE,2010.0,Concussion,1.0
Nick Kaczur,2010-10-12,2011-02-07,NWE,2010.0,Back,1.0
Scotty McGee,2010-09-22,2011-02-07,JAX,2010.0,Shoulder,1.0
Aaron Kampman,2010-11-12,2011-02-07,JAX,2010.0,Knee,1.0
Luke McCown,2010-09-21,2011-02-07,JAX,2010.0,ACL,1.0
Cory Procter,2010-11-22,2011-02-07,MIA,2010.0,ACL,1.0
Deon Anderson,2010-10-30,2011-02-07,MIA,2010.0,Tricep,1.0
Jared Odrick,2010-10-22,2011-02-07,MIA,2010.0,Foot,1.0
Karlos Dansby,2010-12-31,2011-02-07,MIA,2010.0,Toe,1.0
Nate Garner,2010-08-31,2011-02-07,MIA,2010.0,Foot,1.0
Vernon Carey,2010-12-14,2011-02-07,MIA,2010.0,Knee,1.0
Will Allen D,2010-09-05,2011-02-07,MIA,2010.0,Knee,1.0
Stephen Neal,2010-12-02,2011-02-07,NWE,2010.0,Shoulder,1.0
DAnthony Smith,2010-08-31,2011-02-07,JAX,2010.0,Achilles,1.0
David Garrard,2010-12-30,2011-02-07,JAX,2010.0,Finger,1.0
Eben Britton,2010-10-26,2011-02-07,JAX,2010.0,Shoulder,1.0
Jacob Cutrera,2010-12-02,2011-02-07,JAX,2010.0,Concussion,1.0
Jarett Dillard,2010-09-11,2011-02-07,JAX,2010.0,Foot,1.0
John Estes,2010-08-31,2011-02-07,JAX,2010.0,Knee,1.0
Kevin Haslam,2010-12-10,2011-02-07,JAX,2010.0,Hand,1.0
Kyle Bosworth,2010-09-04,2011-02-07,JAX,2010.0,Not Specified,1.0
Bryan Smith,2010-05-11,2011-02-07,JAX,2010.0,ACL,1.0
Ty Warren,2010-08-13,2011-02-07,NWE,2010.0,Hip,1.0
Limas Sweed,2010-05-11,2011-02-07,PIT,2010.0,Achilles,1.0
Charlie Frye,2010-08-19,2011-02-07,RAI,2010.0,Wrist,1.0
Karl Paymah,2010-11-13,2011-02-07,HTX,2010.0,Wrist,1.0
Mario Williams,2010-12-15,2011-02-07,HTX,2010.0,Groin,1.0
Mike Brisiel,2010-12-15,2011-02-07,HTX,2010.0,Shoulder,1.0
Tim Bulman,2010-08-16,2011-02-07,HTX,2010.0,Shoulder,1.0
Torri Williams,2010-12-01,2011-02-07,HTX,2010.0,Hamstring,1.0
Trindon Holliday,2010-08-30,2011-02-07,HTX,2010.0,Thumb,1.0
Robert Tony Brown,2010-12-15,2011-02-07,OTI,2010.0,Knee,1.0
Colin Allred,2010-10-13,2011-02-07,OTI,2010.0,Neck,1.0
Jesse Nading,2010-12-07,2011-02-07,HTX,2010.0,Knee,1.0
Dave Ball,2010-12-18,2011-02-07,OTI,2010.0,Concussion,1.0
Eugene Amano,2010-12-14,2011-02-07,OTI,2010.0,Shoulder,1.0
Jamie Winborn,2010-11-03,2011-02-07,OTI,2010.0,Shoulder,1.0
Roderick Hood,2010-06-16,2011-02-07,OTI,2010.0,ACL,1.0
Ryan Mouton,2010-12-18,2011-02-07,OTI,2010.0,Ankle,1.0
Stafon Johnson,2010-08-18,2011-02-07,OTI,2010.0,Leg,1.0
Vince Young,2010-11-22,2011-02-07,OTI,2010.0,Thumb,1.0
Derrick Morgan,2010-10-04,2011-02-07,OTI,2010.0,ACL,1.0
Dominique Barber,2010-11-11,2011-02-07,HTX,2010.0,Knee,1.0
DeMeco Ryans,2010-10-25,2011-02-07,HTX,2010.0,Achilles,1.0
David Anderson,2010-12-15,2011-02-07,HTX,2010.0,Shoulder,1.0
Trevor Scott,2010-11-24,2011-02-07,RAI,2010.0,ACL,1.0
Daniel Sanders,2010-08-30,2011-02-07,RAV,2010.0,Shoulder,1.0
Domonique Foxworth,2010-08-01,2011-02-07,RAV,2010.0,ACL,1.0
Jared Gaither,2010-10-23,2011-02-07,RAV,2010.0,Back,1.0
Kelly Talavou,2010-09-04,2011-02-07,RAV,2010.0,Knee,1.0
Matt Lawrence,2010-08-31,2011-02-07,RAV,2010.0,Knee,1.0
Morgan Cox,2010-12-27,2011-02-07,RAV,2010.0,Knee,1.0
Ramon Harewood,2010-09-04,2011-02-07,RAV,2010.0,Knee,1.0
Daniel Sepulveda,2010-12-07,2011-02-07,PIT,2010.0,ACL,1.0
Dennis Dixon,2010-10-02,2011-02-07,PIT,2010.0,Knee,1.0
Maurkice Pouncey,2011-02-05,2011-02-07,PIT,2010.0,Ankle,1.0
Brian Hartline,2010-12-11,2011-02-07,MIA,2010.0,Finger,1.0
Willie Colon,2010-07-21,2011-02-07,PIT,2010.0,Achilles,1.0
Andre Davis,2010-09-04,2011-02-07,HTX,2010.0,Hip,1.0
Ben Tate b,2010-08-30,2011-02-07,HTX,2010.0,Not Specified,1.0
Connor Barwin,2010-09-14,2011-02-07,HTX,2010.0,Ankle,1.0
Darnell Bing,2010-08-20,2011-02-07,HTX,2010.0,Neck,1.0
Darryl Sharpton,2010-12-29,2011-02-07,HTX,2010.0,Shoulder,1.0
Bruce Gradkowski,2010-12-02,2011-02-07,RAI,2010.0,Shoulder,1.0
Max Starks,2010-11-10,2011-02-07,PIT,2010.0,Neck,1.0
Chad Pennington,2010-11-15,2011-02-07,MIA,2010.0,Shoulder,1.0
Melvin Bullitt,2010-10-05,2011-02-07,CLT,2010.0,Shoulder,1.0
Keith Ellison,2010-11-27,2011-02-07,BUF,2010.0,Knee,1.0
Kraig Urbik,2010-12-07,2011-02-07,BUF,2010.0,Knee,1.0
Lee Evans,2010-12-14,2011-02-07,BUF,2010.0,Ankle,1.0
Marcus Easley,2010-08-22,2011-02-07,BUF,2010.0,Knee,1.0
Reggie Torbor,2010-12-01,2011-02-07,BUF,2010.0,Shoulder,1.0
Dan Gronkowski,2010-12-06,2011-02-07,DEN,2010.0,Ankle,1.0
Elvis Dumervil,2010-09-04,2011-02-07,DEN,2010.0,Pectoral/Chest,1.0
Joe Mays,2010-12-06,2011-02-07,DEN,2010.0,Knee,1.0
Lee Robinson,2010-12-29,2011-02-07,DEN,2010.0,Hamstring,1.0
LenDale White,2010-09-03,2011-02-07,DEN,2010.0,Achilles,1.0
Matt Prater,2010-12-23,2011-02-07,DEN,2010.0,Groin,1.0
Matthew Willis,2010-10-18,2011-02-07,DEN,2010.0,Foot,1.0
Spencer Larsen,2010-12-22,2011-02-07,DEN,2010.0,Ankle,1.0
Billy Yates,2010-11-15,2011-02-07,CLE,2010.0,Bicep,1.0
Blake Costanzo,2010-11-23,2011-02-07,CLE,2010.0,Groin,1.0
DQwell Jackson,2010-09-25,2011-02-07,CLE,2010.0,Pectoral/Chest,1.0
Kyle McCarthy,2010-12-13,2011-02-07,DEN,2010.0,Knee,1.0
Dwan Edwards,2010-12-02,2011-02-07,BUF,2010.0,Hamstring,1.0
Danny Batten,2010-08-22,2011-02-07,BUF,2010.0,Shoulder,1.0
Cordaro Howard,2010-12-28,2011-02-07,BUF,2010.0,Shoulder,1.0
Adam Jones,2010-10-26,2011-02-07,CIN,2010.0,Neck,1.0
Andre Smith Dewayne,2010-11-13,2011-02-07,CIN,2010.0,Foot,1.0
Antwan Odom,2010-12-02,2011-02-07,CIN,2010.0,Wrist,1.0
Brandon Ghee,2010-12-08,2011-02-07,CIN,2010.0,Groin,1.0
Brian Leonard,2010-12-28,2011-02-07,CIN,2010.0,Ankle,1.0
Chinedum Ndukwe,2010-12-13,2011-02-07,CIN,2010.0,Knee,1.0
Chris Crocker,2010-11-22,2011-02-07,CIN,2010.0,MCL,1.0
Frostee Rucker,2010-11-22,2011-02-07,CIN,2010.0,Knee,1.0
Gibril Wilson,2010-08-29,2011-02-07,CIN,2010.0,ACL,1.0
Jonathan Fanene,2010-11-18,2011-02-07,CIN,2010.0,Hamstring,1.0
Mike Nugent,2010-11-15,2011-02-07,CIN,2010.0,ACL,1.0
Morgan Trent,2010-11-15,2011-02-07,CIN,2010.0,Knee,1.0
Rico Murray,2010-12-10,2011-02-07,CIN,2010.0,Ankle,1.0
Taufui Vakapuna,2010-09-05,2011-02-07,CIN,2010.0,Shoulder,1.0
Terrell Owens,2010-12-21,2011-02-07,CIN,2010.0,Knee,1.0
Terry Johnson,2010-11-23,2011-02-07,CIN,2010.0,Knee,1.0
Andra Davis,2010-11-08,2011-02-07,BUF,2010.0,Shoulder,1.0
Antonio Coleman,2010-12-06,2011-02-07,BUF,2010.0,Knee,1.0
Eric Wright,2010-12-20,2011-02-07,CLE,2010.0,Knee,1.0
Evan Moore,2010-12-22,2011-02-07,CLE,2010.0,Hip,1.0
Roscoe Parrish,2010-11-08,2011-02-07,BUF,2010.0,Wrist,1.0
Jerheme Urban,2010-09-04,2011-02-07,KAN,2010.0,Finger,1.0
Maurice Leggett,2010-09-04,2011-02-07,KAN,2010.0,Neck,1.0
Tervaris Johnson,2010-08-14,2011-02-07,KAN,2010.0,Leg,1.0
Demond Bob Sanders,2010-12-08,2011-02-07,CLT,2010.0,Bicep,1.0
Anthony Gonzalez,2010-11-06,2011-02-07,CLT,2010.0,Knee,1.0
Austin Collie,2010-12-22,2011-02-07,CLT,2010.0,Concussion,1.0
Brandon King Marico,2010-10-19,2011-02-07,CLT,2010.0,Hamstring,1.0
Jackie Bates,2010-12-08,2011-02-07,KAN,2010.0,Knee,1.0
Chip Vaughn,2010-11-23,2011-02-07,CLT,2010.0,Foot,1.0
Dallas Clark,2010-10-22,2011-02-07,CLT,2010.0,Wrist,1.0
Jerraud Powers,2010-12-07,2011-02-07,CLT,2010.0,Forearm,1.0
Kelvin Hayden,2011-01-08,2011-02-07,CLT,2010.0,Neck,1.0
Kevin Thomas c,2010-08-30,2011-02-07,CLT,2010.0,Knee,1.0
Cody Glenn,2010-11-30,2011-02-07,CLT,2010.0,Neck,1.0
Donald Washington,2011-01-05,2011-02-07,KAN,2010.0,Ankle,1.0
Devin Moore,2010-10-05,2011-02-07,CLT,2010.0,Neck,1.0
Cameron Sheffield,2010-09-15,2011-02-07,KAN,2010.0,Neck,1.0
Kaluka Maiava,2010-09-21,2011-02-07,CLE,2010.0,Leg,1.0
Montario Hardesty,2010-09-03,2011-02-07,CLE,2010.0,Knee,1.0
Robaire Smith,2010-10-20,2011-02-07,CLE,2010.0,Back,1.0
Scott Fujita,2010-12-21,2011-02-07,CLE,2010.0,Knee,1.0
Titus Adams,2010-08-31,2011-02-07,CLE,2010.0,Leg,1.0
Tony Pashos,2010-10-20,2011-02-07,CLE,2010.0,Ankle,1.0
Antonio Gates,2010-12-30,2011-02-07,SDG,2010.0,Foot,1.0
Craig Davis,2010-11-02,2011-02-07,SDG,2010.0,Groin,1.0
David Binn,2010-09-15,2011-02-07,SDG,2010.0,Hamstring,1.0
AJ Edds,2010-08-04,2011-02-07,MIA,2010.0,ACL,1.0
James Dearth,2010-09-17,2011-02-07,SDG,2010.0,Foot,1.0
James Holt,2010-09-28,2011-02-07,SDG,2010.0,Shoulder,1.0
Jyles Tucker,2010-10-04,2011-02-07,SDG,2010.0,Pectoral/Chest,1.0
Kion Wilson,2010-10-23,2011-02-07,SDG,2010.0,Ankle,1.0
Mike Tolbert,2010-12-31,2011-02-07,SDG,2010.0,Shoulder,1.0
Pat Watkins,2010-12-16,2011-02-07,SDG,2010.0,Knee,1.0
Ryan Neill,2010-09-28,2011-02-07,SDG,2010.0,Knee,1.0
Brad Cottam,2010-07-29,2011-02-07,KAN,2010.0,Neck,1.0
Donald Butler,2010-08-31,2011-02-07,SDG,2010.0,Achilles,1.0
Stephen Cooper,2010-12-31,2011-02-07,SDG,2010.0,Knee,1.0
Tony Moeaki,2011-07-29,2011-08-08,KAN,2011.0,Not Specified,1.0
Brandon Moore Lamont,2011-08-01,2011-08-12,NYJ,2011.0,Not Specified,1.0
Domonic Cook,2011-08-08,2011-08-25,BUF,2011.0,Knee,1.0
Richard Quinn,2011-08-23,2011-08-26,DEN,2011.0,Knee,1.0
Devard Darling,2011-08-30,2011-09-03,HTX,2011.0,Knee,1.0
Winston Justice,2011-07-28,2011-09-03,PHI,2011.0,Not Specified,1.0
Isaiah Stanback,2011-09-03,2011-09-05,SEA,2011.0,Hamstring,1.0
Allen Barbre,2011-08-30,2011-09-06,MIA,2011.0,Not Specified,1.0
Jammie Kirlew,2011-09-04,2011-09-07,BUF,2011.0,Not Specified,1.0
Damik Scafe,2011-09-03,2011-09-08,SDG,2011.0,Leg,1.0
Brad Thorson,2011-08-09,2011-09-09,CRD,2011.0,Not Specified,1.0
Sean Jeffcoat,2011-09-02,2011-09-09,CRD,2011.0,Shoulder,1.0
Jamel Hamler,2011-09-03,2011-09-10,DEN,2011.0,Back,1.0
Randy Phillips,2011-08-20,2011-09-12,DET,2011.0,Shoulder,1.0
Patrick Cobbs,2011-09-03,2011-09-12,NOR,2011.0,Not Specified,1.0
Cheta Ozougwu,2011-09-03,2011-09-12,HTX,2011.0,Foot,1.0
Terrence Toliver,2011-09-03,2011-09-12,HTX,2011.0,Concussion,1.0
David Jones b 1985-09-19,2011-09-03,2011-09-12,JAX,2011.0,Not Specified,1.0
Paul Oliver,2011-09-03,2011-09-13,NOR,2011.0,Not Specified,1.0
Kevin Curtis D,2011-09-03,2011-09-13,OTI,2011.0,Hand,1.0
Fabian Washington,2011-09-01,2011-09-13,NOR,2011.0,Hamstring,1.0
Pete Ittersagen,2011-09-04,2011-09-13,OTI,2011.0,Not Specified,1.0
Lou Eliades,2011-08-31,2011-09-14,RAI,2011.0,Not Specified,1.0
Yamon Figurs,2011-09-04,2011-09-15,OTI,2011.0,Not Specified,1.0
Robert Eddins,2011-09-13,2011-09-20,BUF,2011.0,Foot,1.0
Dionte Dinkins,2011-09-01,2011-09-26,RAM,2011.0,Knee,1.0
Roy Schuening,2011-09-04,2011-09-27,RAI,2011.0,Not Specified,1.0
Tim Atchison,2011-09-21,2011-09-27,RAM,2011.0,Hamstring,1.0
Duke Robinson,2011-08-31,2011-09-28,CAR,2011.0,Not Specified,1.0
Sage Rosenfels,2011-09-03,2011-10-04,NYG,2011.0,Back,1.0
Max Komar,2011-08-29,2011-10-05,CRD,2011.0,Not Specified,1.0
Brandon Minor,2011-09-03,2011-10-10,DEN,2011.0,Not Specified,1.0
Cameron Morrah,2011-09-03,2011-10-22,SEA,2011.0,Toe,1.0
Alex Barron,2011-08-18,2011-10-22,NOR,2011.0,Knee,1.0
